Date,Open,High,Low,Close,Adj Close,Volume,Currency Name
2017-08-28,619.6979980000001,626.8779910000002,595.521973,596.1770019999999,596.1770019999999,216272992.0,Bitcoin Cash
2017-08-29,596.130005,599.302979,528.3150019999998,552.9270019999999,552.9270019999999,370016992.0,Bitcoin Cash
2017-08-30,549.315979,604.687012,535.916016,575.2069700000002,575.2069700000002,443856000.0,Bitcoin Cash
2017-08-31,576.2509769999998,603.690979,572.138977,588.1729740000002,588.1729740000002,298144000.0,Bitcoin Cash
2017-09-01,588.39801,645.523987,586.731018,622.1680299999998,622.1680299999998,393839008.0,Bitcoin Cash
2017-09-02,621.9630129999998,642.0490110000002,560.583984,575.901978,575.901978,350478016.0,Bitcoin Cash
2017-09-03,578.265991,617.40802,563.59198,607.432983,607.432983,344862016.0,Bitcoin Cash
2017-09-04,608.260986,608.260986,500.755005,517.242981,517.242981,328956992.0,Bitcoin Cash
2017-09-05,514.903992,550.945984,458.778992,541.7130129999998,541.7130129999998,338977984.0,Bitcoin Cash
2017-09-06,541.2819820000002,642.6900019999998,539.963989,638.177979,638.177979,693240000.0,Bitcoin Cash
2017-09-07,636.846008,707.981018,603.5009769999998,652.85498,652.85498,1082380032.0,Bitcoin Cash
2017-09-08,654.3729860000002,687.304016,557.505005,583.098022,583.098022,809763008.0,Bitcoin Cash
2017-09-09,584.728027,586.1849980000002,539.150024,547.471008,547.471008,234578000.0,Bitcoin Cash
2017-09-10,546.474976,546.7520139999998,484.091003,537.067017,537.067017,289508000.0,Bitcoin Cash
2017-09-11,537.187012,556.2509769999998,515.669006,537.8099980000002,537.8099980000002,274712000.0,Bitcoin Cash
2017-09-12,539.026001,559.21698,505.01300000000003,510.40600599999993,510.40600599999993,273824992.0,Bitcoin Cash
2017-09-13,509.467987,519.2009889999998,471.216003,503.6050110000001,503.6050110000001,340344000.0,Bitcoin Cash
2017-09-14,504.221985,510.471008,367.040985,367.040985,367.040985,257431008.0,Bitcoin Cash
2017-09-15,369.493011,448.38598600000006,301.6889950000001,424.020996,424.020996,707230976.0,Bitcoin Cash
2017-09-16,424.48699999999997,450.976013,388.201996,440.21899400000007,440.21899400000007,313583008.0,Bitcoin Cash
2017-09-17,438.89801,438.89801,384.062012,419.864014,419.864014,221828000.0,Bitcoin Cash
2017-09-18,422.088013,479.69101,422.088013,479.316986,479.316986,458550016.0,Bitcoin Cash
2017-09-19,480.63800000000003,550.409973,450.049011,527.875,527.875,802321024.0,Bitcoin Cash
2017-09-20,526.737,527.7180179999998,471.087006,476.050995,476.050995,669264000.0,Bitcoin Cash
2017-09-21,475.829987,480.005005,413.746002,416.264008,416.264008,316731008.0,Bitcoin Cash
2017-09-22,417.916992,435.445007,402.765991,415.092987,415.092987,241904992.0,Bitcoin Cash
2017-09-23,415.306,432.959015,407.450989,428.502991,428.502991,189127008.0,Bitcoin Cash
2017-09-24,428.802002,433.042999,419.251007,421.029999,421.029999,114527000.0,Bitcoin Cash
2017-09-25,419.647003,450.127991,419.647003,445.799011,445.799011,302272000.0,Bitcoin Cash
2017-09-26,445.360992,458.25,441.829987,441.829987,441.829987,165303008.0,Bitcoin Cash
2017-09-27,441.8550110000001,459.997009,439.408997,457.311005,457.311005,197884992.0,Bitcoin Cash
2017-09-28,456.713013,465.203003,433.503998,447.806,447.806,300420992.0,Bitcoin Cash
2017-09-29,447.661987,447.923004,426.992004,436.77499400000005,436.77499400000005,148724992.0,Bitcoin Cash
2017-09-30,436.644989,445.622986,432.533997,432.626007,432.626007,150564992.0,Bitcoin Cash
2017-10-01,433.380005,436.937012,415.152008,415.152008,415.152008,164290000.0,Bitcoin Cash
2017-10-02,415.868988,430.863007,411.842987,421.186005,421.186005,219590000.0,Bitcoin Cash
2017-10-03,421.786011,421.786011,395.743988,404.177002,404.177002,130247000.0,Bitcoin Cash
2017-10-04,404.199005,404.447998,354.552002,358.446991,358.446991,251584000.0,Bitcoin Cash
2017-10-05,358.4219970000001,371.190002,348.446991,355.75,355.75,268340992.0,Bitcoin Cash
2017-10-06,355.434998,371.28299,354.960999,363.014008,363.014008,182031008.0,Bitcoin Cash
2017-10-07,363.60199,364.877014,356.065002,360.782013,360.782013,91004000.0,Bitcoin Cash
2017-10-08,360.089996,362.463989,337.001007,342.2120060000001,342.2120060000001,203754000.0,Bitcoin Cash
2017-10-09,342.756012,342.756012,289.036987,314.161011,314.161011,288075008.0,Bitcoin Cash
2017-10-10,313.22399900000005,352.0190120000001,311.703003,321.589996,321.589996,367808992.0,Bitcoin Cash
2017-10-11,320.201996,321.265015,312.130005,314.895996,314.895996,131577000.0,Bitcoin Cash
2017-10-12,315.466003,330.126007,310.713013,313.213013,313.213013,262066000.0,Bitcoin Cash
2017-10-13,314.15100099999995,323.076996,304.382996,321.460999,321.460999,288209984.0,Bitcoin Cash
2017-10-14,321.541992,327.423004,317.351013,321.958008,321.958008,164136992.0,Bitcoin Cash
2017-10-15,322.420013,323.59201,307.677002,314.946991,314.946991,133385000.0,Bitcoin Cash
2017-10-16,315.263,318.0159910000001,310.5190120000001,313.643005,313.643005,117797000.0,Bitcoin Cash
2017-10-17,313.700989,394.963013,309.644989,371.730988,371.730988,1008160000.0,Bitcoin Cash
2017-10-18,373.651001,376.179993,313.769989,339.1659850000001,339.1659850000001,477184000.0,Bitcoin Cash
2017-10-19,339.2659910000001,339.2659910000001,326.2659910000001,330.806,330.806,195578000.0,Bitcoin Cash
2017-10-20,330.903992,332.975006,323.075989,327.444,327.444,160204000.0,Bitcoin Cash
2017-10-21,326.7520140000001,328.454987,317.463989,323.358002,323.358002,129938000.0,Bitcoin Cash
2017-10-22,323.503998,355.5190120000001,323.503998,331.660004,331.660004,355545984.0,Bitcoin Cash
2017-10-23,330.667999,332.281006,309.871002,315.595001,315.595001,191558000.0,Bitcoin Cash
2017-10-24,315.897003,340.454987,311.477997,326.890015,326.890015,267442000.0,Bitcoin Cash
2017-10-25,326.588989,334.377991,320.376007,332.131012,332.131012,151935008.0,Bitcoin Cash
2017-10-26,332.109985,350.937988,331.208008,338.204987,338.204987,234967008.0,Bitcoin Cash
2017-10-27,338.303009,372.811005,338.240997,367.570007,367.570007,501988992.0,Bitcoin Cash
2017-10-28,369.540985,425.445007,369.058014,423.345001,423.345001,781036992.0,Bitcoin Cash
2017-10-29,420.46899400000007,526.117004,408.403015,451.924011,451.924011,2002439936.0,Bitcoin Cash
2017-10-30,458.451996,478.423004,417.622009,448.22699000000006,448.22699000000006,796409024.0,Bitcoin Cash
2017-10-31,449.368988,454.071991,431.76098600000006,439.053009,439.053009,343799008.0,Bitcoin Cash
2017-11-01,438.298004,538.263977,437.908997,531.8280030000002,531.8280030000002,1152230016.0,Bitcoin Cash
2017-11-02,527.6770019999999,610.393005,514.52002,587.221985,587.221985,1632060032.0,Bitcoin Cash
2017-11-03,587.317993,684.530029,577.864014,625.323975,625.323975,1682210048.0,Bitcoin Cash
2017-11-04,635.346985,642.0479740000002,571.117004,620.445007,620.445007,1161369984.0,Bitcoin Cash
2017-11-05,619.911011,635.719971,579.130005,630.7020259999998,630.7020259999998,816028032.0,Bitcoin Cash
2017-11-06,630.30603,657.335022,602.64801,602.64801,602.64801,794105024.0,Bitcoin Cash
2017-11-07,602.684021,626.210999,602.450012,616.296021,616.296021,375367008.0,Bitcoin Cash
2017-11-08,615.242981,646.3809809999998,565.596985,622.455017,622.455017,837646016.0,Bitcoin Cash
2017-11-09,622.312012,670.135986,619.257996,654.302979,654.302979,710387008.0,Bitcoin Cash
2017-11-10,651.775024,1034.77002,651.775024,1007.419983,1007.419983,5195420160.0,Bitcoin Cash
2017-11-11,1001.640015,1403.660034,910.721985,1340.449951,1340.449951,5139769856.0,Bitcoin Cash
2017-11-12,1346.969971,2477.649902,1215.579956,1388.859985,1388.859985,8371319808.0,Bitcoin Cash
2017-11-13,1381.819946,1501.160034,1043.0,1353.98999,1353.98999,4850570240.0,Bitcoin Cash
2017-11-14,1346.72998,1390.209961,1211.390015,1273.530029,1273.530029,1697910016.0,Bitcoin Cash
2017-11-15,1269.790039,1326.390015,1191.97998,1212.400024,1212.400024,1321779968.0,Bitcoin Cash
2017-11-16,1202.170044,1210.359985,876.570984,900.776001,900.776001,2034690048.0,Bitcoin Cash
2017-11-17,909.15802,1217.420044,863.9790039999998,1185.47998,1185.47998,3203429888.0,Bitcoin Cash
2017-11-18,1197.430054,1388.109985,1197.430054,1254.530029,1254.530029,3053769984.0,Bitcoin Cash
2017-11-19,1260.949951,1262.339966,1144.079956,1172.050049,1172.050049,1285910016.0,Bitcoin Cash
2017-11-20,1172.430054,1236.01001,1167.280029,1236.01001,1236.01001,800052992.0,Bitcoin Cash
2017-11-21,1220.780029,1224.150024,1140.880005,1176.969971,1176.969971,772859008.0,Bitcoin Cash
2017-11-22,1175.060059,1335.25,1171.599976,1303.310059,1303.310059,1517619968.0,Bitcoin Cash
2017-11-23,1302.22998,1683.810059,1299.949951,1683.810059,1683.810059,4112090112.0,Bitcoin Cash
2017-11-24,1651.859985,1782.8299559999996,1575.76001,1648.51001,1648.51001,3128960000.0,Bitcoin Cash
2017-11-25,1634.0,1656.550049,1535.77002,1571.27002,1571.27002,1560039936.0,Bitcoin Cash
2017-11-26,1571.390015,1758.609985,1563.349976,1735.660034,1735.660034,1593049984.0,Bitcoin Cash
2017-11-27,1722.930054,1742.4000239999998,1607.790039,1622.569946,1622.569946,1391459968.0,Bitcoin Cash
2017-11-28,1621.170044,1629.47998,1543.079956,1546.180054,1546.180054,1274880000.0,Bitcoin Cash
2017-11-29,1541.630005,1673.22998,1332.140015,1359.709961,1359.709961,2345250048.0,Bitcoin Cash
2017-11-30,1380.359985,1468.75,1222.099976,1389.780029,1389.780029,1211730048.0,Bitcoin Cash
2017-12-01,1381.810059,1482.680054,1300.459961,1462.680054,1462.680054,965150976.0,Bitcoin Cash
2017-12-02,1462.060059,1502.369995,1415.48999,1434.97998,1434.97998,574510016.0,Bitcoin Cash
2017-12-03,1435.359985,1649.300049,1420.599976,1559.930054,1559.930054,1476739968.0,Bitcoin Cash
2017-12-04,1560.160034,1580.109985,1498.97998,1576.920044,1576.920044,780633984.0,Bitcoin Cash
2017-12-05,1580.160034,1623.160034,1498.0,1501.849976,1501.849976,1032800000.0,Bitcoin Cash
2017-12-06,1498.48999,1530.650024,1396.160034,1430.099976,1430.099976,1154620032.0,Bitcoin Cash
2017-12-07,1430.709961,1454.72998,1323.75,1330.930054,1330.930054,1285209984.0,Bitcoin Cash
2017-12-08,1329.160034,1731.319946,1247.930054,1464.130005,1464.130005,2553979904.0,Bitcoin Cash
2017-12-09,1464.630005,1526.400024,1353.900024,1410.060059,1410.060059,1059609984.0,Bitcoin Cash
2017-12-10,1411.839966,1411.839966,1226.209961,1323.069946,1323.069946,885886016.0,Bitcoin Cash
2017-12-11,1320.0,1453.48999,1316.849976,1423.380005,1423.380005,922792000.0,Bitcoin Cash
2017-12-12,1427.380005,1638.290039,1427.380005,1615.030029,1615.030029,1386249984.0,Bitcoin Cash
2017-12-13,1616.98999,1702.530029,1497.939941,1607.650024,1607.650024,1245190016.0,Bitcoin Cash
2017-12-14,1600.670044,2080.409912,1593.150024,1966.140015,1966.140015,2717410048.0,Bitcoin Cash
2017-12-15,1974.660034,1974.660034,1678.060059,1815.430054,1815.430054,1457229952.0,Bitcoin Cash
2017-12-16,1824.849976,1890.060059,1769.5,1801.880005,1801.880005,971254976.0,Bitcoin Cash
2017-12-17,1812.329956,1939.930054,1806.650024,1862.880005,1862.880005,1020590016.0,Bitcoin Cash
2017-12-18,1869.209961,2353.639893,1799.119995,2196.639893,2196.639893,2538650112.0,Bitcoin Cash
2017-12-19,2199.060059,2918.929932,2160.919922,2805.889893,2805.889893,3913339904.0,Bitcoin Cash
2017-12-20,2825.030029,4355.620117,2825.030029,3923.070068,3923.070068,11889600512.0,Bitcoin Cash
2017-12-21,3909.0,3909.0,3038.01001,3267.169922,3267.169922,3664329984.0,Bitcoin Cash
2017-12-22,3324.0,3369.5500490000004,1938.359985,2696.689941,2696.689941,3877769984.0,Bitcoin Cash
2017-12-23,2746.949951,3479.709961,2684.820068,3257.080078,3257.080078,2843310080.0,Bitcoin Cash
2017-12-24,3260.550049,3260.550049,2573.439941,2903.1201170000004,2903.1201170000004,1712160000.0,Bitcoin Cash
2017-12-25,2929.350098,3099.6201170000004,2755.600098,2954.689941,2954.689941,1355440000.0,Bitcoin Cash
2017-12-26,2947.73999,3112.639893,2915.800049,3108.889893,3108.889893,1544429952.0,Bitcoin Cash
2017-12-27,3108.320068,3108.320068,2771.050049,2889.52002,2889.52002,1406450048.0,Bitcoin Cash
2017-12-28,2888.639893,2896.780029,2481.300049,2566.639893,2566.639893,3221299968.0,Bitcoin Cash
2017-12-29,2587.300049,2922.409912,2389.040039,2779.949951,2779.949951,2479419904.0,Bitcoin Cash
2017-12-30,2791.550049,2791.550049,2329.469971,2392.409912,2392.409912,1257760000.0,Bitcoin Cash
2017-12-31,2376.959961,2627.949951,2350.030029,2533.01001,2533.01001,1300819968.0,Bitcoin Cash
2018-01-01,2534.820068,2534.860107,2389.52002,2432.540039,2432.540039,922812992.0,Bitcoin Cash
2018-01-02,2434.5,2867.139893,2434.5,2711.0,2711.0,1831229952.0,Bitcoin Cash
2018-01-03,2700.550049,2958.469971,2592.560059,2608.689941,2608.689941,4688840192.0,Bitcoin Cash
2018-01-04,2608.8701170000004,2610.199951,2359.300049,2430.179932,2430.179932,5377260032.0,Bitcoin Cash
2018-01-05,2400.73999,2648.320068,2370.590088,2584.47998,2584.47998,2115709952.0,Bitcoin Cash
2018-01-06,2583.709961,2829.689941,2481.360107,2786.649902,2786.649902,1669159936.0,Bitcoin Cash
2018-01-07,2784.679932,3071.159912,2730.310059,2786.879883,2786.879883,1444780032.0,Bitcoin Cash
2018-01-08,2786.600098,2810.320068,2275.070068,2421.469971,2421.469971,1428899968.0,Bitcoin Cash
2018-01-09,2412.360107,2502.8701170000004,2346.679932,2391.560059,2391.560059,1084749952.0,Bitcoin Cash
2018-01-10,2390.02002,2961.199951,2332.47998,2895.379883,2895.379883,2578810112.0,Bitcoin Cash
2018-01-11,2891.550049,2976.48999,2396.840088,2462.610107,2462.610107,1947949952.0,Bitcoin Cash
2018-01-12,2475.899902,2648.22998,2413.330078,2620.98999,2620.98999,1110220032.0,Bitcoin Cash
2018-01-13,2617.659912,2850.27002,2589.030029,2685.290039,2685.290039,1218569984.0,Bitcoin Cash
2018-01-14,2687.100098,2746.610107,2490.040039,2553.320068,2553.320068,993310016.0,Bitcoin Cash
2018-01-15,2541.580078,2576.129883,2328.310059,2401.540039,2401.540039,1412359936.0,Bitcoin Cash
2018-01-16,2406.860107,2406.860107,1555.969971,1772.069946,1772.069946,1704029952.0,Bitcoin Cash
2018-01-17,1767.5799559999996,1875.079956,1361.02002,1748.050049,1748.050049,1457730048.0,Bitcoin Cash
2018-01-18,1752.27002,1893.469971,1696.25,1756.75,1756.75,1024060032.0,Bitcoin Cash
2018-01-19,1740.1700440000004,1870.780029,1723.869995,1769.619995,1769.619995,743246976.0,Bitcoin Cash
2018-01-20,1784.2600100000002,2124.449951,1780.449951,2032.119995,2032.119995,1116240000.0,Bitcoin Cash
2018-01-21,2033.699951,2033.699951,1733.9899899999998,1776.640015,1776.640015,745179008.0,Bitcoin Cash
2018-01-22,1794.459961,1815.420044,1525.5,1621.920044,1621.920044,681350016.0,Bitcoin Cash
2018-01-23,1623.140015,1700.339966,1504.719971,1621.459961,1621.459961,578984000.0,Bitcoin Cash
2018-01-24,1622.150024,1703.339966,1575.420044,1639.130005,1639.130005,488160992.0,Bitcoin Cash
2018-01-25,1661.040039,1707.699951,1611.040039,1642.119995,1642.119995,522193984.0,Bitcoin Cash
2018-01-26,1637.189941,1678.630005,1500.369995,1603.900024,1603.900024,594667008.0,Bitcoin Cash
2018-01-27,1602.5,1665.810059,1567.780029,1628.630005,1628.630005,441742016.0,Bitcoin Cash
2018-01-28,1636.410034,1762.339966,1636.410034,1746.25,1746.25,580544000.0,Bitcoin Cash
2018-01-29,1745.359985,1763.2399899999998,1638.329956,1657.140015,1657.140015,362212992.0,Bitcoin Cash
2018-01-30,1657.689941,1662.069946,1468.170044,1470.550049,1470.550049,649822976.0,Bitcoin Cash
2018-01-31,1470.73999,1522.869995,1406.25,1486.890015,1486.890015,729209024.0,Bitcoin Cash
2018-02-01,1491.119995,1503.300049,1214.880005,1274.349976,1274.349976,678019968.0,Bitcoin Cash
2018-02-02,1272.5,1272.5,980.776001,1191.140015,1191.140015,896665984.0,Bitcoin Cash
2018-02-03,1194.22998,1314.430054,1072.829956,1272.5,1272.5,453100992.0,Bitcoin Cash
2018-02-04,1273.170044,1286.97998,1101.310059,1165.380005,1165.380005,656033984.0,Bitcoin Cash
2018-02-05,1159.890015,1172.699951,839.9520259999998,887.413025,887.413025,568116992.0,Bitcoin Cash
2018-02-06,890.9660029999999,978.911987,764.018005,974.525024,974.525024,777420032.0,Bitcoin Cash
2018-02-07,971.075989,1040.48999,902.492981,957.960022,957.960022,866222016.0,Bitcoin Cash
2018-02-08,951.567017,1345.199951,951.567017,1284.560059,1284.560059,2203709952.0,Bitcoin Cash
2018-02-09,1273.869995,1342.410034,1206.390015,1312.109985,1312.109985,1133760000.0,Bitcoin Cash
2018-02-10,1311.98999,1394.810059,1215.719971,1257.310059,1257.310059,734606016.0,Bitcoin Cash
2018-02-11,1255.589966,1306.199951,1197.869995,1217.640015,1217.640015,651555008.0,Bitcoin Cash
2018-02-12,1222.430054,1302.660034,1222.430054,1283.910034,1283.910034,466212992.0,Bitcoin Cash
2018-02-13,1285.22998,1289.420044,1205.72998,1231.97998,1231.97998,442663008.0,Bitcoin Cash
2018-02-14,1229.180054,1384.060059,1229.180054,1362.27002,1362.27002,629852032.0,Bitcoin Cash
2018-02-15,1358.650024,1400.709961,1330.180054,1375.810059,1375.810059,502454016.0,Bitcoin Cash
2018-02-16,1373.160034,1558.660034,1369.680054,1552.199951,1552.199951,961009984.0,Bitcoin Cash
2018-02-17,1548.47998,1568.640015,1517.140015,1551.390015,1551.390015,641718976.0,Bitcoin Cash
2018-02-18,1552.099976,1641.400024,1428.48999,1487.459961,1487.459961,907873024.0,Bitcoin Cash
2018-02-19,1483.339966,1553.810059,1483.339966,1534.77002,1534.77002,578905984.0,Bitcoin Cash
2018-02-20,1543.27002,1569.030029,1414.349976,1418.72998,1418.72998,820947008.0,Bitcoin Cash
2018-02-21,1412.849976,1423.939941,1293.469971,1308.459961,1308.459961,575353984.0,Bitcoin Cash
2018-02-22,1304.660034,1350.339966,1194.050049,1219.48999,1219.48999,475079008.0,Bitcoin Cash
2018-02-23,1217.359985,1319.329956,1161.420044,1270.709961,1270.709961,492542016.0,Bitcoin Cash
2018-02-24,1266.560059,1309.380005,1149.47998,1193.27002,1193.27002,413263008.0,Bitcoin Cash
2018-02-25,1191.349976,1210.199951,1143.069946,1178.099976,1178.099976,362664992.0,Bitcoin Cash
2018-02-26,1177.579956,1274.859985,1149.439941,1250.560059,1250.560059,460182016.0,Bitcoin Cash
2018-02-27,1255.449951,1297.689941,1231.98999,1246.660034,1246.660034,420912000.0,Bitcoin Cash
2018-02-28,1243.26001,1275.660034,1204.160034,1204.160034,1204.160034,375300992.0,Bitcoin Cash
2018-03-01,1204.839966,1303.449951,1195.030029,1291.920044,1291.920044,482240000.0,Bitcoin Cash
2018-03-02,1284.949951,1303.660034,1255.369995,1275.180054,1275.180054,421497984.0,Bitcoin Cash
2018-03-03,1274.670044,1302.800049,1257.76001,1270.380005,1270.380005,371664000.0,Bitcoin Cash
2018-03-04,1267.859985,1289.719971,1225.099976,1289.079956,1289.079956,367584000.0,Bitcoin Cash
2018-03-05,1287.099976,1291.880005,1268.030029,1268.030029,1268.030029,350078016.0,Bitcoin Cash
2018-03-06,1264.189941,1264.189941,1179.849976,1206.040039,1206.040039,401782016.0,Bitcoin Cash
2018-03-07,1205.839966,1218.839966,1043.699951,1092.160034,1092.160034,455224992.0,Bitcoin Cash
2018-03-08,1094.640015,1113.609985,1006.859985,1040.209961,1040.209961,446519008.0,Bitcoin Cash
2018-03-09,1034.689941,1071.650024,937.96698,1067.02002,1067.02002,510887008.0,Bitcoin Cash
2018-03-10,1071.150024,1087.300049,994.190002,1005.929993,1005.929993,370367008.0,Bitcoin Cash
2018-03-11,1002.549988,1157.069946,973.35498,1145.170044,1145.170044,514167008.0,Bitcoin Cash
2018-03-12,1143.939941,1152.560059,1022.030029,1051.280029,1051.280029,425558016.0,Bitcoin Cash
2018-03-13,1051.069946,1100.069946,999.752014,1064.030029,1064.030029,458028000.0,Bitcoin Cash
2018-03-14,1071.5,1073.119995,924.406006,949.46698,949.46698,406616000.0,Bitcoin Cash
2018-03-15,949.768005,954.411011,877.10199,943.635986,943.635986,374740992.0,Bitcoin Cash
2018-03-16,943.601013,1053.630005,902.776001,977.034973,977.034973,472032992.0,Bitcoin Cash
2018-03-17,974.703979,1028.72998,930.440002,949.778992,949.778992,411316000.0,Bitcoin Cash
2018-03-18,948.276001,948.276001,851.612976,938.11499,938.11499,435070016.0,Bitcoin Cash
2018-03-19,942.598022,997.276001,915.513977,994.674988,994.674988,425419008.0,Bitcoin Cash
2018-03-20,998.169983,1072.420044,958.513,1059.119995,1059.119995,503262016.0,Bitcoin Cash
2018-03-21,1066.030029,1082.349976,1016.369995,1033.449951,1033.449951,389291008.0,Bitcoin Cash
2018-03-22,1033.26001,1064.219971,992.554993,1011.52002,1011.52002,344283008.0,Bitcoin Cash
2018-03-23,1011.830017,1019.429993,966.396973,1019.429993,1019.429993,303600000.0,Bitcoin Cash
2018-03-24,1028.119995,1030.430054,982.302979,982.302979,982.302979,264080000.0,Bitcoin Cash
2018-03-25,973.603027,991.072021,965.518005,966.875977,966.875977,237008000.0,Bitcoin Cash
2018-03-26,967.89502,975.612976,887.002014,919.247986,919.247986,347366016.0,Bitcoin Cash
2018-03-27,916.98999,926.382996,876.328003,876.328003,876.328003,339011008.0,Bitcoin Cash
2018-03-28,876.359009,897.629028,852.8820189999999,860.5200199999998,860.5200199999998,337268000.0,Bitcoin Cash
2018-03-29,861.6099849999998,867.3129880000001,703.179993,714.268005,714.268005,452656000.0,Bitcoin Cash
2018-03-30,712.405029,766.973022,677.528015,697.012024,697.012024,416567008.0,Bitcoin Cash
2018-03-31,697.6220089999998,735.817017,683.991028,685.2470089999998,685.2470089999998,306972000.0,Bitcoin Cash
2018-04-01,688.013977,699.049988,629.932983,643.026978,643.026978,318440000.0,Bitcoin Cash
2018-04-02,644.4580080000002,686.025024,641.427979,662.77301,662.77301,282036000.0,Bitcoin Cash
2018-04-03,664.150024,719.77301,660.344971,712.8779910000002,712.8779910000002,303771008.0,Bitcoin Cash
2018-04-04,710.471008,711.271973,638.008972,649.195984,649.195984,282960000.0,Bitcoin Cash
2018-04-05,648.6279910000002,655.521973,620.103027,646.0419919999998,646.0419919999998,243988992.0,Bitcoin Cash
2018-04-06,641.862,646.083984,603.705017,610.426025,610.426025,225186000.0,Bitcoin Cash
2018-04-07,611.2030030000002,652.5939940000002,610.411011,640.346008,640.346008,231143008.0,Bitcoin Cash
2018-04-08,640.892029,659.809021,640.892029,655.2559809999998,655.2559809999998,198906000.0,Bitcoin Cash
2018-04-09,656.091003,680.596985,627.317017,637.028992,637.028992,254947008.0,Bitcoin Cash
2018-04-10,637.697021,657.010986,628.861023,649.616028,649.616028,225054000.0,Bitcoin Cash
2018-04-11,648.89801,666.580017,648.89801,666.580017,666.580017,252158000.0,Bitcoin Cash
2018-04-12,666.3900150000002,734.481995,658.929993,734.481995,734.481995,417016992.0,Bitcoin Cash
2018-04-13,735.778015,781.1279910000002,725.39801,738.3020019999999,738.3020019999999,384095008.0,Bitcoin Cash
2018-04-14,738.719971,760.476013,723.219971,738.9849849999998,738.9849849999998,267415008.0,Bitcoin Cash
2018-04-15,741.9069820000002,785.35199,741.9069820000002,780.8259889999998,780.8259889999998,327336000.0,Bitcoin Cash
2018-04-16,781.1209719999998,797.880005,745.731018,766.473022,766.473022,382080000.0,Bitcoin Cash
