Date,Open,High,Low,Close,Adj Close,Volume,Currency Name
2017-11-26,465.97399900000005,472.722992,451.605988,471.329987,471.329987,1197779968.0,Ethereum
2017-11-27,471.53100599999993,493.404999,468.484985,480.3550110000001,480.3550110000001,1396480000.0,Ethereum
2017-11-28,480.518005,482.4800110000001,466.346985,472.902008,472.902008,1346499968.0,Ethereum
2017-11-29,473.28100599999993,522.307007,425.071014,427.52301,427.52301,2675940096.0,Ethereum
2017-11-30,431.214996,465.497009,401.243011,447.114014,447.114014,1903040000.0,Ethereum
2017-12-01,445.209015,472.609009,428.312012,466.540009,466.540009,1247879936.0,Ethereum
2017-12-02,466.851013,476.239014,456.653015,463.449005,463.449005,943649984.0,Ethereum
2017-12-03,463.704987,482.813995,451.85199000000006,465.852997,465.852997,990556992.0,Ethereum
2017-12-04,466.053986,474.777008,453.312012,470.20401,470.20401,1005550016.0,Ethereum
2017-12-05,470.294006,473.558014,457.660004,463.28100599999993,463.28100599999993,1216720000.0,Ethereum
2017-12-06,462.604004,462.708008,420.209991,428.588013,428.588013,1998259968.0,Ethereum
2017-12-07,426.368988,441.397003,414.411011,434.40799,434.40799,2129570048.0,Ethereum
2017-12-08,434.989014,466.062012,422.367004,456.03100599999993,456.03100599999993,2336379904.0,Ethereum
2017-12-09,457.34399400000007,504.147003,456.252991,473.502014,473.502014,2003849984.0,Ethereum
2017-12-10,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968.0,Ethereum
2017-12-11,440.358002,516.9689940000002,439.104004,515.135986,515.135986,1771440000.0,Ethereum
2017-12-12,522.286011,657.317993,504.493988,651.43103,651.43103,5179829760.0,Ethereum
2017-12-13,644.9060059999998,747.992981,597.7979740000002,702.767029,702.767029,4524539904.0,Ethereum
2017-12-14,700.5939940000002,753.1209719999998,664.989014,695.815979,695.815979,3821580032.0,Ethereum
2017-12-15,696.3759769999998,697.132019,621.060974,684.4479980000001,684.4479980000001,2758710016.0,Ethereum
2017-12-16,686.192017,718.38501,680.786011,696.208984,696.208984,2165690112.0,Ethereum
2017-12-17,696.237,735.825012,696.237,719.974976,719.974976,2147389952.0,Ethereum
2017-12-18,721.731995,803.927979,689.231018,794.64502,794.64502,3249230080.0,Ethereum
2017-12-19,793.901001,881.9439699999998,785.34198,826.8229980000001,826.8229980000001,4096549888.0,Ethereum
2017-12-20,827.515991,845.0620119999999,756.0040280000002,819.085999,819.085999,3969939968.0,Ethereum
2017-12-21,820.236023,880.54303,792.689026,821.062988,821.062988,3569060096.0,Ethereum
2017-12-22,822.643005,827.682983,543.762024,674.8599849999998,674.8599849999998,4977710080.0,Ethereum
2017-12-23,681.315979,763.89502,679.731018,719.387024,719.387024,2480339968.0,Ethereum
2017-12-24,721.768982,721.768982,614.9219969999998,694.14801,694.14801,2300549888.0,Ethereum
2017-12-25,698.869995,782.520996,698.869995,765.833984,765.833984,2491760128.0,Ethereum
2017-12-26,763.369995,786.789978,760.9349980000002,773.835999,773.835999,2201159936.0,Ethereum
2017-12-27,774.969971,789.2529910000002,738.413025,762.84198,762.84198,2100029952.0,Ethereum
2017-12-28,762.2080080000002,763.31897,701.187012,737.02301,737.02301,2389149952.0,Ethereum
2017-12-29,740.388977,770.117004,729.607971,753.59198,753.59198,2648969984.0,Ethereum
2017-12-30,753.8150019999998,753.8150019999998,685.231018,717.257019,717.257019,3187780096.0,Ethereum
2017-12-31,712.211975,760.348022,710.1190190000002,756.732971,756.732971,2554269952.0,Ethereum
2018-01-01,755.757019,782.530029,742.0040280000002,772.640991,772.640991,2595760128.0,Ethereum
2018-01-02,772.346008,914.830017,772.346008,884.4439699999998,884.4439699999998,5783349760.0,Ethereum
2018-01-03,886.0,974.471008,868.450989,962.719971,962.719971,5093159936.0,Ethereum
2018-01-04,961.713013,1045.079956,946.085999,980.921997,980.921997,6502859776.0,Ethereum
2018-01-05,975.75,1075.390015,956.325012,997.719971,997.719971,6683149824.0,Ethereum
2018-01-06,995.153992,1060.709961,994.622009,1041.680054,1041.680054,4662219776.0,Ethereum
2018-01-07,1043.01001,1153.170044,1043.01001,1153.170044,1153.170044,5569880064.0,Ethereum
2018-01-08,1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112.0,Ethereum
2018-01-09,1146.0,1320.97998,1145.48999,1299.73999,1299.73999,7965459968.0,Ethereum
2018-01-10,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400.0,Ethereum
2018-01-11,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904.0,Ethereum
2018-01-12,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160.0,Ethereum
2018-01-13,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192.0,Ethereum
2018-01-14,1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208.0,Ethereum
2018-01-15,1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032.0,Ethereum
2018-01-16,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968.0,Ethereum
2018-01-17,1061.339966,1090.22998,780.9219969999998,1014.25,1014.25,8545160192.0,Ethereum
2018-01-18,1016.440002,1100.310059,967.758972,1036.280029,1036.280029,5938319872.0,Ethereum
2018-01-19,1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048.0,Ethereum
2018-01-20,1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016.0,Ethereum
2018-01-21,1155.680054,1155.680054,1021.5,1049.579956,1049.579956,3378089984.0,Ethereum
2018-01-22,1055.349976,1089.099976,930.741028,1003.26001,1003.26001,3810099968.0,Ethereum
2018-01-23,1004.169983,1023.22998,920.539978,986.229004,986.229004,3556699904.0,Ethereum
2018-01-24,987.47699,1062.439941,965.807983,1058.780029,1058.780029,3944039936.0,Ethereum
2018-01-25,1063.219971,1104.660034,1034.73999,1056.030029,1056.030029,4050190080.0,Ethereum
2018-01-26,1052.699951,1080.599976,996.783997,1055.170044,1055.170044,3617690112.0,Ethereum
2018-01-27,1055.75,1121.97998,1042.119995,1107.069946,1107.069946,3002870016.0,Ethereum
2018-01-28,1111.780029,1257.77002,1111.780029,1246.01001,1246.01001,5372329984.0,Ethereum
2018-01-29,1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936.0,Ethereum
2018-01-30,1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968.0,Ethereum
2018-01-31,1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064.0,Ethereum
2018-02-01,1119.369995,1161.349976,984.81897,1036.790039,1036.790039,5261680128.0,Ethereum
2018-02-02,1035.77002,1035.77002,757.97998,915.784973,915.784973,6713290240.0,Ethereum
2018-02-03,919.210999,991.942993,847.6900019999998,964.018982,964.018982,3243480064.0,Ethereum
2018-02-04,964.666992,969.031982,805.064026,834.682007,834.682007,2997090048.0,Ethereum
2018-02-05,834.9580080000002,856.6459960000002,644.598999,697.9509889999998,697.9509889999998,4269530112.0,Ethereum
2018-02-06,707.737,796.439026,574.419006,793.1220089999998,793.1220089999998,6518269952.0,Ethereum
2018-02-07,790.427979,851.2000119999999,723.432983,757.067993,757.067993,3896179968.0,Ethereum
2018-02-08,755.8430179999998,845.085999,755.8430179999998,817.807007,817.807007,3708189952.0,Ethereum
2018-02-09,818.47998,884.004028,788.833984,883.86499,883.86499,2495820032.0,Ethereum
2018-02-10,882.46698,917.400024,825.5770259999998,860.4149779999998,860.4149779999998,2930530048.0,Ethereum
2018-02-11,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112.0,Ethereum
2018-02-12,817.507996,875.9370119999999,817.507996,868.70697,868.70697,2243450112.0,Ethereum
2018-02-13,869.29303,870.708984,828.836975,845.257996,845.257996,2081170048.0,Ethereum
2018-02-14,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048.0,Ethereum
2018-02-15,923.728027,951.947998,911.111023,936.976013,936.976013,2900100096.0,Ethereum
2018-02-16,934.786011,950.005005,917.848022,944.210022,944.210022,2369449984.0,Ethereum
2018-02-17,944.747986,976.594971,940.754028,974.11499,974.11499,2525720064.0,Ethereum
2018-02-18,973.348999,982.932983,915.445007,923.921021,923.921021,2567290112.0,Ethereum
2018-02-19,921.66803,957.776978,921.554016,943.86499,943.86499,2169019904.0,Ethereum
2018-02-20,943.567017,965.265015,892.9539789999999,895.370972,895.370972,2545260032.0,Ethereum
2018-02-21,894.13501,912.375,830.562988,849.971008,849.971008,2531729920.0,Ethereum
2018-02-22,849.262024,875.926025,802.6680299999998,812.844971,812.844971,2150370048.0,Ethereum
2018-02-23,811.585022,886.317993,794.791016,864.189026,864.189026,2334820096.0,Ethereum
2018-02-24,861.5930179999998,879.531006,818.549988,840.5150150000002,840.5150150000002,1926579968.0,Ethereum
2018-02-25,839.458984,853.1459960000002,822.3809809999998,844.8099980000002,844.8099980000002,1646960000.0,Ethereum
2018-02-26,845.278015,880.3920289999999,842.3189699999998,869.3150019999998,869.3150019999998,2044480000.0,Ethereum
2018-02-27,870.36499,896.2589720000002,867.096985,878.2650150000002,878.2650150000002,2053980032.0,Ethereum
2018-02-28,877.9340210000001,890.1079710000001,855.1240230000002,855.198975,855.198975,1963980032.0,Ethereum
2018-03-01,856.012024,880.3020019999999,851.919983,872.2000119999999,872.2000119999999,1868519936.0,Ethereum
2018-03-02,871.763977,876.3779910000002,852.421997,856.853027,856.853027,1894419968.0,Ethereum
2018-03-03,856.710999,868.4539789999999,855.20697,857.224976,857.224976,1699369984.0,Ethereum
2018-03-04,856.185974,867.9500119999999,840.2800289999999,866.6779789999998,866.6779789999998,1697939968.0,Ethereum
2018-03-05,866.846008,869.919983,853.5200199999998,853.6840210000001,853.6840210000001,1898489984.0,Ethereum
2018-03-06,853.817017,853.817017,809.93103,816.9509889999998,816.9509889999998,1943069952.0,Ethereum
2018-03-07,816.270996,825.606995,726.5469969999998,752.830994,752.830994,2175419904.0,Ethereum
2018-03-08,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064.0,Ethereum
2018-03-09,702.197021,729.1560059999998,648.106995,728.916016,728.916016,2233019904.0,Ethereum
2018-03-10,730.159973,748.0310059999998,682.695007,686.8900150000002,686.8900150000002,1532960000.0,Ethereum
2018-03-11,685.312012,735.830994,668.1229860000002,723.338989,723.338989,1562680064.0,Ethereum
2018-03-12,724.4060059999998,742.513977,683.268005,699.830994,699.830994,1764999936.0,Ethereum
2018-03-13,698.153015,713.7349849999998,682.349976,690.8270259999998,690.8270259999998,1425959936.0,Ethereum
2018-03-14,691.2189940000002,702.783997,594.099976,614.291016,614.291016,1810560000.0,Ethereum
2018-03-15,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032.0,Ethereum
2018-03-16,611.778015,623.1680299999998,587.862,601.666016,601.666016,1417350016.0,Ethereum
2018-03-17,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048.0,Ethereum
2018-03-18,551.6400150000002,551.6400150000002,460.088013,538.643982,538.643982,2685499904.0,Ethereum
2018-03-19,546.6259769999998,558.099976,519.1229860000002,556.726013,556.726013,2046790016.0,Ethereum
2018-03-20,556.721985,567.090027,521.203979,557.174988,557.174988,1833680000.0,Ethereum
2018-03-21,559.099976,589.606995,550.572021,561.731995,561.731995,1781270016.0,Ethereum
2018-03-22,562.103027,577.565979,523.088989,539.7020259999998,539.7020259999998,1523459968.0,Ethereum
2018-03-23,539.864014,540.487,512.1270139999998,539.6190190000002,539.6190190000002,1596349952.0,Ethereum
2018-03-24,542.572021,545.382019,526.080017,526.439026,526.439026,1300009984.0,Ethereum
2018-03-25,522.7030030000002,535.820984,515.658997,524.2869870000002,524.2869870000002,1151170048.0,Ethereum
2018-03-26,524.2869870000002,526.3790280000002,470.440002,489.950989,489.950989,1638880000.0,Ethereum
2018-03-27,489.589996,491.459015,449.971008,450.115997,450.115997,1617939968.0,Ethereum
2018-03-28,450.290985,466.210999,444.860992,446.278992,446.278992,1514179968.0,Ethereum
2018-03-29,448.075012,450.812988,385.812988,385.967987,385.967987,1970230016.0,Ethereum
2018-03-30,385.904999,409.928986,368.632996,394.644989,394.644989,1878130048.0,Ethereum
2018-03-31,395.003998,418.467987,392.953003,396.457001,396.457001,1323920000.0,Ethereum
2018-04-01,397.253998,400.528015,363.804993,379.606995,379.606995,1256930048.0,Ethereum
2018-04-02,379.699005,395.17099,377.592987,386.424988,386.424988,1102259968.0,Ethereum
2018-04-03,387.312012,418.967987,383.532013,416.893005,416.893005,1363399936.0,Ethereum
2018-04-04,416.484985,417.471985,375.309998,380.542999,380.542999,1287730048.0,Ethereum
2018-04-05,379.946991,387.716003,369.81601,383.231995,383.231995,1210680064.0,Ethereum
2018-04-06,382.730988,385.195007,366.911011,370.285004,370.285004,967105984.0,Ethereum
2018-04-07,370.380005,393.05899,369.936005,385.313995,385.313995,951475008.0,Ethereum
2018-04-08,385.743011,402.589996,385.60199,400.507996,400.507996,948488000.0,Ethereum
2018-04-09,400.856995,429.251007,390.609985,398.526001,398.526001,1478390016.0,Ethereum
2018-04-10,399.411011,415.88800000000003,393.878998,414.243011,414.243011,1196000000.0,Ethereum
2018-04-11,415.023987,430.540009,412.471008,430.540009,430.540009,1439040000.0,Ethereum
2018-04-12,430.161011,493.058014,417.412994,492.94101,492.94101,2519360000.0,Ethereum
2018-04-13,493.160004,526.469971,482.658997,492.734985,492.734985,2419249920.0,Ethereum
2018-04-14,492.579987,512.023987,488.278992,501.477997,501.477997,1519079936.0,Ethereum
2018-04-15,502.880005,531.7020259999998,502.880005,531.7020259999998,531.7020259999998,1726089984.0,Ethereum
2018-04-16,532.073975,534.197021,500.25,511.147003,511.147003,1758979968.0,Ethereum
2018-04-17,511.144989,518.0310059999998,502.563995,502.894012,502.894012,1760359936.0,Ethereum
2018-04-18,503.30899000000005,525.09198,503.045013,524.789001,524.789001,1762940032.0,Ethereum
2018-04-19,524.038025,567.888977,523.262024,567.888977,567.888977,2256869888.0,Ethereum
2018-04-20,567.989014,618.715027,560.28302,615.7180179999998,615.7180179999998,2849469952.0,Ethereum
2018-04-21,616.0040280000002,621.888,578.549988,605.39502,605.39502,2612460032.0,Ethereum
2018-04-22,606.1190190000002,640.767029,593.8690190000002,621.8599849999998,621.8599849999998,2426269952.0,Ethereum
2018-04-23,621.198975,646.700012,621.034973,642.5479740000002,642.5479740000002,2386830080.0,Ethereum
2018-04-24,643.39801,708.875,643.39801,708.15802,708.15802,3581860096.0,Ethereum
2018-04-25,707.062012,707.062012,600.211975,615.416016,615.416016,4216140032.0,Ethereum
2018-04-26,618.078979,663.18103,604.007019,662.809021,662.809021,2984009984.0,Ethereum
2018-04-27,662.109009,684.867981,647.0319820000002,647.0319820000002,647.0319820000002,2598129920.0,Ethereum
2018-04-28,644.645996,691.442017,644.645996,683.677979,683.677979,2496659968.0,Ethereum
2018-04-29,683.9119870000002,697.7559809999998,670.513,688.8809809999998,688.8809809999998,2740559872.0,Ethereum
2018-04-30,689.760986,694.439026,666.117004,669.9240110000002,669.9240110000002,2853100032.0,Ethereum
2018-05-01,670.4630129999998,674.403015,637.539978,673.612976,673.612976,2678960128.0,Ethereum
2018-05-02,674.075012,688.84198,667.419983,687.148987,687.148987,2822269952.0,Ethereum
2018-05-03,686.591003,784.341003,686.591003,779.5430299999998,779.5430299999998,4210939904.0,Ethereum
2018-05-04,776.775024,803.7459719999998,762.632019,785.6240230000002,785.6240230000002,3533410048.0,Ethereum
2018-05-05,784.5830080000002,827.455017,784.237,816.119995,816.119995,3035040000.0,Ethereum
2018-05-06,816.0880129999998,835.057007,764.882996,792.310974,792.310974,3105570048.0,Ethereum
2018-05-07,793.338989,795.757996,710.177979,753.724976,753.724976,4316120064.0,Ethereum
2018-05-08,755.008972,774.2490230000002,728.1290280000002,752.856995,752.856995,2920489984.0,Ethereum
2018-05-09,752.901978,759.528992,718.471985,752.275024,752.275024,2877870080.0,Ethereum
2018-05-10,752.578979,766.7479860000002,726.664001,727.276978,727.276978,2748950016.0,Ethereum
2018-05-11,727.013,736.97699,669.825012,679.585999,679.585999,3290080000.0,Ethereum
2018-05-12,679.8770139999998,691.411011,644.065979,686.0479740000002,686.0479740000002,2668480000.0,Ethereum
2018-05-13,687.174988,741.312012,675.31897,733.4959719999998,733.4959719999998,2362500096.0,Ethereum
2018-05-14,732.732971,742.169983,695.7919919999998,730.5490110000002,730.5490110000002,3005110016.0,Ethereum
2018-05-15,731.143005,739.0520019999999,700.994995,708.8709719999998,708.8709719999998,2523069952.0,Ethereum
2018-05-16,708.086975,710.200012,682.541016,707.049988,707.049988,2476130048.0,Ethereum
2018-05-17,708.7180179999998,718.8330080000002,668.833984,672.6569820000002,672.6569820000002,2350619904.0,Ethereum
2018-05-18,672.10199,695.0310059999998,663.809021,694.367004,694.367004,2305740032.0,Ethereum
2018-05-19,695.072021,715.5780030000002,686.791016,696.530029,696.530029,2021549952.0,Ethereum
2018-05-20,697.9229740000002,723.7529910000002,692.669006,715.3690190000002,715.3690190000002,2156910080.0,Ethereum
2018-05-21,717.192993,719.278015,692.4940190000002,699.221985,699.221985,2005170048.0,Ethereum
2018-05-22,700.177979,700.976013,644.026001,647.741028,647.741028,2230469888.0,Ethereum
2018-05-23,646.669983,651.635986,572.9520259999998,583.585022,583.585022,2995429888.0,Ethereum
2018-05-24,584.536011,610.817993,557.205994,601.755005,601.755005,2791099904.0,Ethereum
2018-05-25,602.1400150000002,617.185974,575.6240230000002,586.734009,586.734009,2110919936.0,Ethereum
2018-05-26,587.426025,606.174988,583.512024,587.280029,587.280029,1694300032.0,Ethereum
2018-05-27,588.52002,590.3280030000002,562.866028,572.6680299999998,572.6680299999998,1788790016.0,Ethereum
2018-05-28,573.044983,576.0490110000002,512.5520019999999,516.036011,516.036011,2356900096.0,Ethereum
2018-05-29,516.14801,572.263977,516.14801,565.388,565.388,2330820096.0,Ethereum
2018-05-30,566.830017,583.135986,545.43103,559.590027,559.590027,2053970048.0,Ethereum
2018-05-31,558.4970089999998,585.538025,557.065979,577.64502,577.64502,1985040000.0,Ethereum
2018-06-01,578.6719969999998,589.0930179999998,567.664978,580.0430299999998,580.0430299999998,1945890048.0,Ethereum
2018-06-02,580.429016,597.0770259999998,577.322021,591.807983,591.807983,1880390016.0,Ethereum
2018-06-03,591.258972,624.513,591.258972,618.328979,618.328979,1832550016.0,Ethereum
2018-06-04,619.437012,623.429016,583.7470089999998,592.9849849999998,592.9849849999998,1903430016.0,Ethereum
2018-06-05,593.4060059999998,611.330017,580.981995,609.302979,609.302979,1844269952.0,Ethereum
2018-06-06,610.262024,611.643005,596.395996,607.1240230000002,607.1240230000002,1756530048.0,Ethereum
2018-06-07,607.687012,616.143982,601.692993,605.187012,605.187012,1880140032.0,Ethereum
2018-06-08,605.442993,608.810974,595.5930179999998,601.0770259999998,601.0770259999998,1637779968.0,Ethereum
2018-06-09,600.905029,608.5830080000002,597.562012,597.562012,597.562012,1519309952.0,Ethereum
2018-06-10,594.344971,594.344971,511.889008,526.479004,526.479004,2234880000.0,Ethereum
2018-06-11,524.856995,536.857971,515.268982,533.283997,533.283997,1982119936.0,Ethereum
2018-06-12,532.710022,538.955017,491.234985,496.842987,496.842987,1932760064.0,Ethereum
2018-06-13,498.018005,501.904999,459.003998,477.493988,477.493988,2080130048.0,Ethereum
2018-06-14,478.381012,523.544983,467.466003,519.742004,519.742004,2458650112.0,Ethereum
2018-06-15,520.47998,521.304993,487.46899400000007,491.003998,491.003998,1808269952.0,Ethereum
2018-06-16,490.414001,503.222992,488.851013,499.64199800000006,499.64199800000006,1314109952.0,Ethereum
2018-06-17,499.459991,507.640991,498.64801,500.447998,500.447998,1264870016.0,Ethereum
2018-06-18,499.382996,521.796021,494.06601,518.890991,518.890991,1513869952.0,Ethereum
2018-06-19,519.02301,542.353027,516.312012,537.9569700000002,537.9569700000002,1726569984.0,Ethereum
2018-06-20,538.5059809999998,541.0150150000002,519.3690190000002,536.268005,536.268005,1596290048.0,Ethereum
2018-06-21,536.447021,543.71698,524.258972,527.367004,527.367004,1462070016.0,Ethereum
2018-06-22,527.19397,527.19397,456.877014,465.816986,465.816986,2226030080.0,Ethereum
2018-06-23,466.273987,479.128998,462.393005,474.519989,474.519989,1651379968.0,Ethereum
2018-06-24,474.768005,475.359009,426.46899400000007,457.671997,457.671997,2490579968.0,Ethereum
2018-06-25,455.936005,470.34399400000007,448.895996,460.30999800000006,460.30999800000006,4007950080.0,Ethereum
2018-06-26,460.733002,461.213013,432.772003,432.772003,432.772003,1356560000.0,Ethereum
2018-06-27,432.243988,444.243011,424.838989,442.36499,442.36499,1368940032.0,Ethereum
2018-06-28,442.290009,443.618011,419.683014,422.36499,422.36499,1360790016.0,Ethereum
2018-06-29,422.587006,441.792999,407.946991,436.009003,436.009003,1564499968.0,Ethereum
2018-06-30,436.209015,458.796997,436.209015,455.179993,455.179993,1475939968.0,Ethereum
2018-07-01,455.242004,457.139008,446.38501,453.917999,453.917999,1511730048.0,Ethereum
2018-07-02,453.824005,479.130005,447.110992,475.346985,475.346985,1625789952.0,Ethereum
2018-07-03,475.38598600000006,483.854004,462.582001,464.195007,464.195007,1683939968.0,Ethereum
2018-07-04,464.151001,481.436005,455.18499800000006,467.317993,467.317993,1549769984.0,Ethereum
2018-07-05,467.286987,483.225006,464.628998,474.411987,474.411987,1828610048.0,Ethereum
2018-07-06,474.356995,479.652008,457.61499,474.011993,474.011993,1627609984.0,Ethereum
2018-07-07,474.05700700000006,491.660004,466.835999,491.660004,491.660004,1358360064.0,Ethereum
2018-07-08,492.067993,503.199005,488.416992,489.118988,489.118988,1344560000.0,Ethereum
2018-07-09,488.877991,490.85199000000006,475.174988,476.68200700000006,476.68200700000006,1533799936.0,Ethereum
2018-07-10,476.161987,478.317993,433.959991,434.424011,434.424011,1789069952.0,Ethereum
2018-07-11,434.51501500000006,447.31601,429.506989,446.518005,446.518005,1422470016.0,Ethereum
2018-07-12,446.502014,446.502014,422.80999800000006,430.074005,430.074005,1495440000.0,Ethereum
2018-07-13,430.740997,442.363007,430.740997,434.027008,434.027008,1489670016.0,Ethereum
2018-07-14,434.51098600000006,439.43399000000005,431.47399900000005,436.085999,436.085999,1235820032.0,Ethereum
2018-07-15,435.882996,454.001007,433.92099,449.850006,449.850006,1350160000.0,Ethereum
2018-07-16,450.424988,480.65799,446.798004,480.65799,480.65799,1858680064.0,Ethereum
2018-07-17,480.076996,508.779999,468.915009,501.002014,501.002014,2288100096.0,Ethereum
2018-07-18,500.838013,513.432983,474.359009,480.51300000000003,480.51300000000003,2371559936.0,Ethereum
2018-07-19,480.627991,483.23999,465.14199800000006,469.618988,469.618988,2068739968.0,Ethereum
2018-07-20,469.30700700000006,469.30700700000006,443.692993,450.697998,450.697998,1821350016.0,Ethereum
2018-07-21,450.678986,468.083008,445.776001,462.436005,462.436005,1504310016.0,Ethereum
2018-07-22,462.437988,470.89801,458.118988,459.657013,459.657013,1338589952.0,Ethereum
2018-07-23,459.438995,469.765991,449.727997,450.852997,450.852997,1596999936.0,Ethereum
2018-07-24,451.13598600000006,481.14199800000006,450.565002,479.372986,479.372986,2287520000.0,Ethereum
2018-07-25,479.90600599999993,482.868011,466.47399900000005,472.493011,472.493011,1930780032.0,Ethereum
2018-07-26,472.330994,483.696014,461.424011,464.036987,464.036987,1621560064.0,Ethereum
2018-07-27,464.009003,473.221985,458.290985,469.665985,469.665985,1734259968.0,Ethereum
2018-07-28,469.678009,471.59399400000007,462.989014,466.89801,466.89801,1531890048.0,Ethereum
2018-07-29,466.915009,470.355988,462.712006,466.665009,466.665009,1631910016.0,Ethereum
2018-07-30,466.826996,467.951996,448.640991,457.080994,457.080994,2141590000.0,Ethereum
2018-07-31,457.244995,457.244995,430.444,433.867004,433.867004,1820680000.0,Ethereum
2018-08-01,433.868988,435.457001,410.463989,420.747009,420.747009,1888060000.0,Ethereum
2018-08-02,420.806,425.033997,410.30899,412.621002,412.621002,1569300000.0,Ethereum
2018-08-03,412.566986,420.549011,399.910004,418.261993,418.261993,1722340000.0,Ethereum
2018-08-04,418.23699999999997,420.186005,403.776001,407.252014,407.252014,1466540000.0,Ethereum
2018-08-05,407.346008,413.716003,402.432007,410.515991,410.515991,1396820000.0,Ethereum
2018-08-06,410.566986,414.540009,403.315002,406.65799,406.65799,1384880000.0,Ethereum
2018-08-07,406.800995,411.404999,376.076996,380.214996,380.214996,1828350000.0,Ethereum
2018-08-08,379.891998,380.67099,353.734009,356.613007,356.613007,2016080000.0,Ethereum
2018-08-09,356.971008,370.946014,353.614014,365.588013,365.588013,1616610000.0,Ethereum
2018-08-10,365.776001,367.045013,329.585999,334.175995,334.175995,1699400000.0,Ethereum
2018-08-11,334.264008,334.264008,308.488007,322.112,322.112,1790370000.0,Ethereum
2018-08-12,320.822998,328.589996,318.60199,319.570007,319.570007,1625420000.0,Ethereum
2018-08-13,320.209991,323.550995,284.93399,286.494995,286.494995,1751190000.0,Ethereum
2018-08-14,286.36499,286.36499,254.649994,278.932007,278.932007,2137850000.0,Ethereum
2018-08-15,280.386993,303.589996,280.118988,282.364014,282.364014,1878150000.0,Ethereum
2018-08-16,282.740997,298.476013,280.928009,288.04599,288.04599,1552970000.0,Ethereum
2018-08-17,287.683014,316.170013,287.346008,315.7290040000001,315.7290040000001,1995460000.0,Ethereum
2018-08-18,316.7909850000001,320.446014,286.550995,295.8120120000001,295.8120120000001,1764020000.0,Ethereum
2018-08-19,295.670013,307.097992,291.332001,300.834015,300.834015,1447910000.0,Ethereum
2018-08-20,301.381012,304.372009,273.510986,274.315002,274.315002,1413790000.0,Ethereum
2018-08-21,273.330994,285.970001,273.330994,281.944,281.944,1164120000.0,Ethereum
2018-08-22,281.967987,297.485992,264.997986,271.341003,271.341003,1507660000.0,Ethereum
2018-08-23,271.747986,279.54599,271.089996,277.10400400000003,277.10400400000003,1271160000.0,Ethereum
2018-08-24,278.110992,283.302002,273.859985,282.96701,282.96701,1450170000.0,Ethereum
2018-08-25,283.281006,283.515015,278.471008,279.645996,279.645996,1208360000.0,Ethereum
2018-08-26,279.524994,279.524994,272.444,275.196991,275.196991,1206650000.0,Ethereum
2018-08-27,275.350006,285.602997,273.649994,285.602997,285.602997,1406790000.0,Ethereum
2018-08-28,286.6489870000001,297.399994,283.571991,296.4989930000001,296.4989930000001,1513350000.0,Ethereum
2018-08-29,296.162994,297.071014,287.286987,289.3120120000001,289.3120120000001,1474460000.0,Ethereum
2018-08-30,289.752991,291.243011,275.210999,284.105011,284.105011,1513100000.0,Ethereum
2018-08-31,284.119995,284.550995,278.513,283.003998,283.003998,1411910000.0,Ethereum
2018-09-01,283.496002,301.1440120000001,283.496002,295.341003,295.341003,1546630000.0,Ethereum
2018-09-02,295.453003,298.686005,290.925995,294.371002,294.371002,1321050000.0,Ethereum
2018-09-03,295.181,295.591003,287.432007,289.259003,289.259003,1394490000.0,Ethereum
2018-09-04,289.2969970000001,291.579987,284.255005,285.722992,285.722992,1554870000.0,Ethereum
2018-09-05,286.045013,288.162994,232.330994,232.330994,232.330994,2390390000.0,Ethereum
2018-09-06,231.647995,231.755005,218.123001,230.214996,230.214996,2097310000.0,Ethereum
2018-09-07,229.535004,233.895996,217.074997,217.203003,217.203003,1678260000.0,Ethereum
2018-09-08,217.912003,220.367004,193.259003,197.951004,197.951004,1517200000.0,Ethereum
2018-09-09,198.384995,207.666,188.30599999999998,196.923996,196.923996,1585980000.0,Ethereum
2018-09-10,197.850998,201.882996,189.584,197.078995,197.078995,1502960000.0,Ethereum
2018-09-11,198.177002,198.505997,180.595993,185.065994,185.065994,1568900000.0,Ethereum
2018-09-12,185.423004,185.587006,170.257004,183.330994,183.330994,1874850000.0,Ethereum
2018-09-13,183.679001,214.001999,183.679001,211.354004,211.354004,2330720000.0,Ethereum
